customer_id,age,annual_income,credit_score,employment_type,loan_amount,loan_tenure_months,existing_loans,recency_days,frequency,monetary,default
CUST03860,50,64394,682,Salaried,219423,24,1,327,5,32483,1
CUST03861,64,55432,652,Business,40643,36,1,204,8,61124,1
CUST03862,50,68655,547,Self-Employed,58086,60,1,128,28,25942,1
CUST03863,40,35567,658,Salaried,220493,24,0,142,15,81952,1
CUST03864,55,70336,593,Business,173027,12,0,330,7,82063,1
CUST03865,31,49073,676,Freelance,200796,12,1,299,12,60895,1
CUST03866,30,41903,587,Self-Employed,239037,48,0,108,23,31651,1
CUST03867,30,40124,719,Business,46114,48,0,124,3,51272,0
CUST03868,52,65676,669,Business,189360,24,0,280,3,57378,1
CUST03869,44,43420,749,Salaried,349159,60,2,263,27,34179,1
CUST03870,49,48010,528,Business,147899,60,2,134,18,28567,1
CUST03871,34,55412,627,Business,69541,36,2,97,3,48176,1
CUST03872,26,54219,682,Salaried,87821,12,1,170,19,91624,1
CUST03873,53,47099,751,Salaried,81022,48,1,280,1,12122,0
CUST03874,52,59492,736,Salaried,220803,60,3,352,8,38449,1
CUST03875,55,48713,601,Salaried,165519,60,0,120,29,30041,1
CUST03876,24,27820,553,Business,269951,24,0,148,3,62786,1
CUST03877,59,86800,670,Self-Employed,255218,48,0,292,4,85397,1
CUST03878,24,54140,731,Salaried,219446,12,0,301,18,24534,0
CUST03879,50,56330,561,Business,197087,36,0,200,14,88028,1
CUST03880,60,87479,786,Salaried,128857,12,0,340,13,20690,0
CUST03881,52,61286,627,Self-Employed,194901,24,1,93,22,24101,1
CUST03882,53,21891,697,Freelance,159394,24,0,27,3,55002,1
CUST03883,64,65055,685,Salaried,52646,60,0,322,17,71894,0
CUST03884,60,76716,742,Self-Employed,132871,24,1,250,27,54954,1
CUST03885,36,40271,763,Salaried,63101,36,1,88,24,60410,0
CUST03886,45,93119,685,Business,193696,24,2,111,3,49838,1
CUST03887,64,37801,712,Self-Employed,243888,12,0,179,8,33364,1
CUST03888,35,51336,728,Self-Employed,138936,48,0,117,16,51236,1
CUST03889,36,54452,539,Salaried,128470,48,2,161,18,28650,1
CUST03890,32,63150,582,Business,259782,24,1,304,7,29841,1
CUST03891,30,64099,748,Self-Employed,41097,60,1,140,27,51493,0
CUST03892,25,47016,655,Freelance,240141,24,2,277,24,42811,1
CUST03893,64,59097,588,Salaried,41917,48,1,251,2,48799,1
CUST03894,30,65281,665,Salaried,286913,12,0,233,6,58598,1
CUST03895,66,65931,721,Salaried,293176,48,1,61,11,11528,1
CUST03896,67,16060,785,Freelance,82815,48,0,362,17,65727,0
CUST03897,52,32507,668,Business,171077,12,0,164,5,60536,1
CUST03898,47,15000,682,Self-Employed,218171,24,0,236,18,84619,1
CUST03899,43,95734,646,Salaried,181812,12,0,2,21,57303,1
CUST03900,33,56062,674,Business,249353,12,3,293,9,26149,1
CUST03901,48,63510,601,Self-Employed,198260,60,1,327,5,54250,1
CUST03902,32,70546,721,Freelance,265899,12,0,87,15,44537,1
CUST03903,60,76037,678,Salaried,95688,48,2,294,27,8090,1
CUST03904,40,79572,544,Salaried,274777,12,0,44,5,59427,1
CUST03905,24,45276,712,Salaried,166996,48,0,321,1,37938,0
CUST03906,39,76272,813,Freelance,161873,24,0,358,7,33881,0
CUST03907,25,53544,666,Business,206945,48,1,348,21,68496,1
CUST03908,63,48291,603,Salaried,235262,24,2,321,9,61575,1
CUST03909,25,59382,747,Salaried,95557,24,3,31,20,82142,1
CUST03910,51,56080,790,Self-Employed,254501,48,1,253,12,35451,0
CUST03911,53,57418,731,Salaried,259122,60,0,64,24,42222,1
CUST03912,26,60332,696,Salaried,20000,60,2,275,22,50415,1
CUST03913,26,52815,634,Freelance,97610,36,0,39,19,46742,1
CUST03914,31,43757,651,Salaried,249544,24,1,287,11,5000,1
CUST03915,44,33011,747,Business,120971,24,1,82,17,11321,1
CUST03916,39,48004,678,Salaried,71448,24,1,1,16,38823,1
CUST03917,65,39484,839,Salaried,218962,12,0,162,13,17140,0
CUST03918,63,27329,653,Salaried,247443,12,0,172,29,53619,1
CUST03919,36,64020,535,Freelance,125425,24,1,83,11,53913,1
CUST03920,37,81344,740,Salaried,139331,36,2,42,20,61598,1
CUST03921,61,69489,730,Salaried,196913,60,1,59,3,33781,1
CUST03922,48,37948,722,Self-Employed,216264,48,0,9,22,52044,1
CUST03923,34,50645,756,Salaried,236206,24,0,42,4,12882,0
CUST03924,34,102842,632,Salaried,210048,36,0,348,3,38180,1
CUST03925,55,72431,820,Salaried,205658,12,0,202,26,60464,0
CUST03926,26,51291,781,Salaried,227380,12,0,80,3,33722,0
CUST03927,36,68526,622,Business,91647,24,1,206,1,62157,1
CUST03928,36,36938,760,Salaried,134549,36,0,266,7,54686,0
CUST03929,30,30546,738,Salaried,129657,36,1,231,7,76495,1
CUST03930,36,36160,603,Freelance,112514,48,0,176,16,5000,1
CUST03931,44,92985,693,Salaried,20000,24,1,136,27,51379,1
CUST03932,65,53229,633,Business,199376,36,0,252,23,19648,1
CUST03933,30,82448,647,Salaried,164661,36,1,329,23,52415,1
CUST03934,54,79380,800,Freelance,108849,36,1,105,22,63792,0
CUST03935,67,65751,749,Salaried,144443,36,0,300,5,48024,0
CUST03936,32,56043,826,Salaried,230619,60,1,96,13,48525,1
CUST03937,50,70409,746,Salaried,86828,36,3,239,24,66772,1
CUST03938,65,60790,717,Business,345139,24,0,359,25,58934,1
CUST03939,51,28415,665,Salaried,176013,24,1,49,25,30803,1
CUST03940,45,74053,676,Salaried,364108,48,1,227,24,34780,1
CUST03941,36,60185,592,Business,43730,12,0,52,20,51707,1
CUST03942,64,74037,663,Business,175594,60,2,114,2,36113,1
CUST03943,36,46725,554,Self-Employed,178175,12,0,72,3,71669,1
CUST03944,56,34869,789,Salaried,199855,24,1,8,13,24073,0
CUST03945,52,48989,711,Business,143099,36,0,66,23,41623,1
CUST03946,23,45841,632,Freelance,139476,12,1,104,16,38679,1
CUST03947,45,81790,650,Freelance,231511,48,1,325,19,44081,1
CUST03948,67,25410,718,Freelance,114335,24,1,327,21,50563,0
CUST03949,35,69806,629,Business,152973,36,0,60,4,53222,1
CUST03950,38,56907,740,Self-Employed,284245,48,2,272,13,36004,1
CUST03951,37,53561,656,Self-Employed,146504,60,2,205,5,94954,1
CUST03952,34,41473,638,Salaried,180573,48,2,262,21,67936,1
CUST03953,34,59929,732,Salaried,250155,12,2,2,26,47088,1
CUST03954,25,73624,619,Business,123251,12,1,285,3,12084,1
CUST03955,34,53143,651,Self-Employed,97528,60,0,331,7,58543,1
CUST03956,65,71188,824,Self-Employed,124149,48,3,323,11,61684,0
CUST03957,40,25719,622,Self-Employed,329394,24,1,295,10,51650,1
CUST03958,46,39244,640,Self-Employed,241386,24,1,276,28,83422,1
CUST03959,28,64499,580,Salaried,20000,60,2,137,11,40882,1
CUST03960,30,48793,644,Salaried,118271,12,1,219,1,25600,1
CUST03961,25,15570,592,Salaried,187197,12,0,5,29,13066,1
CUST03962,30,80747,603,Salaried,232893,60,0,117,26,33720,1
CUST03963,22,30922,707,Self-Employed,135887,36,2,347,29,55136,1
CUST03964,62,73827,850,Salaried,170985,12,1,180,4,38576,0
CUST03965,57,43018,546,Business,188657,60,0,51,1,64959,1
CUST03966,43,44379,794,Business,109954,48,0,117,8,63221,0
CUST03967,38,43890,637,Salaried,25036,48,1,156,6,42265,1
CUST03968,55,41630,666,Salaried,168963,36,1,364,4,48323,1
CUST03969,51,62235,747,Self-Employed,241045,60,3,209,20,70526,1
CUST03970,58,49136,674,Self-Employed,106537,60,2,128,23,24710,1
CUST03971,30,61533,510,Self-Employed,174717,48,1,231,7,33942,1
CUST03972,51,58522,682,Salaried,310402,36,0,358,28,26828,1
CUST03973,47,76373,804,Freelance,134751,36,0,285,1,56613,0
CUST03974,67,88061,787,Salaried,331780,24,0,45,23,34677,0
CUST03975,66,40953,695,Business,102544,48,1,259,26,65874,1
CUST03976,55,19027,635,Salaried,70706,12,0,208,21,35013,1
CUST03977,41,73001,629,Self-Employed,247616,36,3,18,17,38459,1
CUST03978,27,55308,629,Salaried,139385,24,1,264,4,34088,1
CUST03979,67,54147,701,Self-Employed,229570,24,1,186,15,67238,1
CUST03980,36,61848,726,Salaried,129420,24,1,187,16,69385,1
CUST03981,22,54056,796,Business,136051,24,2,284,24,21447,1
CUST03982,22,50779,724,Self-Employed,177280,24,0,200,12,51972,0
CUST03983,34,33184,841,Salaried,281994,60,3,37,22,24893,1
CUST03984,57,46144,726,Business,194701,12,3,55,24,29733,1
CUST03985,52,39274,729,Business,73276,24,1,32,22,48958,1
CUST03986,49,20541,615,Business,468581,12,3,84,11,27962,1
CUST03987,48,65563,684,Salaried,175282,60,1,155,8,10525,1
CUST03988,63,63034,826,Salaried,99814,24,0,111,13,71888,0
CUST03989,59,51043,615,Salaried,230934,60,1,101,20,68957,1
CUST03990,50,79476,797,Business,71052,60,0,271,15,91767,0
CUST03991,22,57258,735,Self-Employed,285142,24,1,21,13,37855,1
CUST03992,33,45643,729,Freelance,325250,60,1,201,22,10331,1
CUST03993,27,35627,661,Salaried,183810,36,0,200,21,48024,1
CUST03994,58,52406,747,Self-Employed,125231,48,1,117,1,63095,0
CUST03995,54,66848,540,Freelance,231653,60,2,110,4,61424,1
CUST03996,61,78531,586,Freelance,153977,60,1,315,7,73960,1
CUST03997,61,63111,670,Salaried,68248,24,2,62,14,44090,1
CUST03998,67,63772,770,Salaried,252363,12,0,251,4,67182,1
CUST03999,42,77687,668,Self-Employed,268014,12,1,320,5,40018,1
CUST04000,55,36362,762,Freelance,91738,60,0,276,23,47747,0
CUST04001,28,50545,654,Freelance,172020,24,0,180,19,46907,1
CUST04002,42,38344,743,Self-Employed,154313,48,1,327,29,13564,1
CUST04003,22,17296,735,Salaried,185409,36,1,171,19,62839,1
CUST04004,22,38974,671,Salaried,266974,12,1,212,17,42275,1
CUST04005,47,38959,696,Salaried,123026,36,2,26,23,58441,1
CUST04006,46,57822,702,Salaried,241126,60,3,71,16,76864,1
CUST04007,24,47916,756,Salaried,33434,24,2,238,27,40795,0
CUST04008,54,78584,830,Freelance,164245,48,0,363,1,47994,0
CUST04009,50,49022,700,Salaried,61852,36,0,206,29,18073,0
CUST04010,24,81262,612,Salaried,236589,12,2,10,21,59135,1
CUST04011,37,58132,589,Self-Employed,36409,36,0,105,5,43195,1
CUST04012,27,79155,822,Salaried,167173,24,0,6,15,33442,0
CUST04013,56,60541,667,Salaried,72526,24,2,67,5,17168,1
CUST04014,57,80403,758,Self-Employed,268301,48,2,268,13,31588,1
CUST04015,23,34352,758,Salaried,140785,24,0,218,17,8383,0
CUST04016,25,24717,797,Salaried,263494,12,1,258,16,46715,1
CUST04017,55,35123,646,Salaried,103102,48,3,87,6,38568,1
CUST04018,56,33951,592,Self-Employed,128719,24,0,330,6,38350,1
CUST04019,57,69659,698,Salaried,303499,48,0,332,2,25890,1
CUST04020,57,49138,714,Salaried,277542,60,1,289,5,33134,1
CUST04021,34,79990,686,Salaried,187901,60,1,336,6,36147,1
CUST04022,44,91562,697,Freelance,266110,60,2,36,2,22178,1
CUST04023,43,49254,556,Self-Employed,126903,36,0,279,29,47418,1
CUST04024,47,49746,538,Salaried,172859,48,0,126,21,34376,1
CUST04025,65,48662,683,Business,168179,12,1,21,22,42578,1
CUST04026,28,74927,671,Business,94324,24,2,124,24,31237,1
CUST04027,53,82444,746,Freelance,138308,48,2,123,6,36719,1
CUST04028,31,50354,751,Salaried,226911,24,1,14,13,19868,1
CUST04029,23,74963,829,Salaried,256710,48,1,283,11,9375,0
CUST04030,53,24614,595,Business,283673,36,0,162,3,7300,1
CUST04031,33,20344,688,Freelance,203119,24,1,1,13,5000,1
CUST04032,25,69257,647,Business,288513,24,0,199,2,30686,1
CUST04033,25,49142,598,Freelance,197964,24,1,313,13,57654,1
CUST04034,26,66911,509,Freelance,82545,12,0,14,18,56681,1
CUST04035,29,65674,762,Salaried,116833,24,2,20,5,27135,0
CUST04036,45,54399,717,Salaried,85909,12,1,333,28,41866,1
CUST04037,35,76873,676,Freelance,216294,60,3,232,20,19397,1
CUST04038,55,45130,779,Salaried,125254,48,1,87,11,67174,0
CUST04039,58,39985,689,Self-Employed,224232,60,0,250,25,32932,1
CUST04040,26,65688,627,Business,134450,24,1,268,9,37823,1
CUST04041,51,35661,680,Freelance,20000,60,1,223,11,46514,1
CUST04042,24,61543,613,Self-Employed,20000,12,1,220,16,41532,1
CUST04043,50,64856,708,Salaried,217905,48,2,141,18,40782,1
CUST04044,65,61577,770,Business,101318,36,0,243,29,53150,0
CUST04045,41,64122,726,Self-Employed,55313,36,2,283,3,6759,1
CUST04046,49,69328,608,Salaried,159149,24,3,61,14,32257,1
CUST04047,62,57083,709,Salaried,24783,24,1,323,18,32432,1
CUST04048,44,34204,723,Salaried,123018,60,1,191,15,58351,1
CUST04049,38,48986,741,Salaried,153455,48,2,145,5,40979,1
CUST04050,34,76275,664,Salaried,73858,12,1,353,21,77797,1
CUST04051,42,60700,677,Salaried,95410,36,1,3,10,22363,1
CUST04052,36,46492,817,Salaried,218804,12,2,256,18,49809,1
CUST04053,67,55172,693,Business,222848,60,0,90,29,89136,1
CUST04054,40,75578,668,Salaried,20000,36,1,176,7,36156,1
CUST04055,63,63127,633,Salaried,198864,36,0,34,27,49654,1
CUST04056,36,48433,834,Salaried,284150,36,0,251,14,48188,0
CUST04057,67,67814,739,Self-Employed,134377,24,1,225,22,5000,0
CUST04058,55,17251,667,Business,69309,60,1,133,5,70754,1
CUST04059,35,43842,772,Self-Employed,214915,60,3,266,17,58407,1
CUST04060,34,38283,578,Salaried,248109,12,0,102,13,48865,1
CUST04061,58,57319,543,Business,137295,60,1,170,18,29351,1
CUST04062,33,50716,692,Self-Employed,231438,60,0,236,22,37905,1
CUST04063,63,67366,813,Freelance,311043,12,1,215,21,18999,1
CUST04064,37,58531,640,Business,195827,12,1,4,11,80836,1
CUST04065,58,59856,631,Salaried,105527,12,1,140,3,70937,1
CUST04066,25,65000,690,Freelance,20000,24,0,169,3,52331,0
CUST04067,59,28665,847,Salaried,190287,36,0,78,17,18439,0
CUST04068,55,69810,427,Salaried,93374,48,1,11,26,21854,1
CUST04069,59,56902,650,Freelance,300590,60,0,10,23,29908,1
CUST04070,51,51942,692,Self-Employed,200133,48,3,92,22,41568,1
CUST04071,25,90011,676,Business,232089,24,2,192,20,66597,1
CUST04072,48,61886,615,Business,250757,12,0,237,12,61925,1
CUST04073,42,54619,717,Salaried,157160,60,0,328,8,61420,1
CUST04074,43,53389,753,Salaried,134068,60,0,169,8,31099,0
CUST04075,32,66278,720,Salaried,184686,36,0,290,1,6280,0
CUST04076,57,82390,793,Business,96372,24,1,324,14,89726,0
CUST04077,28,83372,710,Salaried,231432,60,2,230,9,44442,1
CUST04078,44,62505,651,Salaried,159162,12,2,281,29,25646,1
CUST04079,30,49768,772,Freelance,84050,60,1,244,28,24990,0
CUST04080,38,31776,609,Self-Employed,182949,48,0,89,21,39753,1
CUST04081,60,93041,534,Salaried,224413,48,0,237,9,58782,1
CUST04082,61,86209,562,Salaried,128891,12,2,185,7,64179,1
CUST04083,44,43463,850,Salaried,220121,24,0,100,13,47265,0
CUST04084,50,50320,673,Salaried,248397,60,2,97,11,30822,1
CUST04085,25,79452,655,Salaried,195452,60,0,116,13,44617,1
CUST04086,51,70392,672,Self-Employed,233421,36,0,240,28,72172,1
CUST04087,42,58267,686,Self-Employed,136840,24,0,95,14,25013,0
CUST04088,46,82491,494,Freelance,108297,60,1,46,20,48796,1
CUST04089,53,43005,579,Freelance,183581,60,0,63,23,49613,1
CUST04090,57,39342,541,Freelance,178217,36,2,163,13,43932,1
CUST04091,42,62370,744,Self-Employed,64908,48,1,305,13,39753,0
CUST04092,45,76612,698,Self-Employed,197464,12,0,206,28,36715,0
CUST04093,59,40542,687,Salaried,154261,60,2,74,20,56296,1
CUST04094,47,31266,537,Salaried,264243,48,1,50,24,67794,1
CUST04095,59,62642,578,Freelance,257788,60,2,5,2,45400,1
CUST04096,46,54689,706,Salaried,208306,60,2,312,18,60799,1
CUST04097,47,48014,778,Freelance,167628,24,1,298,16,34644,0
CUST04098,64,57992,554,Salaried,119421,12,0,356,11,35528,1
CUST04099,48,53922,656,Freelance,40401,60,0,168,9,21868,0
CUST04100,33,66172,757,Salaried,148036,60,0,161,14,41361,0
CUST04101,36,68482,507,Business,199195,48,1,244,29,60883,1
CUST04102,22,65709,627,Self-Employed,142498,12,1,16,19,14092,1
CUST04103,45,65091,588,Salaried,317353,36,0,255,1,32552,1
CUST04104,59,53099,754,Business,120514,60,2,133,16,43916,1
CUST04105,45,58127,619,Salaried,237595,48,1,72,14,15179,1
CUST04106,28,37469,566,Salaried,135353,60,2,2,1,36580,1
CUST04107,26,48409,604,Salaried,302309,12,3,137,2,46790,1
CUST04108,28,31612,617,Freelance,183049,36,2,91,15,35988,1
CUST04109,62,47289,753,Business,238437,36,2,248,8,64188,1
CUST04110,59,45254,656,Salaried,347717,60,1,280,10,71430,1
CUST04111,37,43370,840,Salaried,195086,60,0,298,26,46345,0
CUST04112,59,73211,701,Self-Employed,233945,48,0,230,22,58296,0
CUST04113,26,47436,714,Business,213445,12,0,40,20,50762,1
CUST04114,56,37744,660,Freelance,148675,24,0,191,23,28258,1
CUST04115,39,60235,569,Self-Employed,184078,48,0,308,24,43118,1
CUST04116,67,72973,644,Salaried,231830,12,2,302,26,17041,1
CUST04117,38,46589,646,Salaried,346663,12,1,162,20,45367,1
CUST04118,27,15000,674,Salaried,206548,12,1,273,28,47073,1
CUST04119,44,61630,698,Salaried,201934,48,1,244,3,24574,1
CUST04120,53,32130,601,Salaried,146489,36,0,166,12,18912,1
CUST04121,57,55966,708,Salaried,178845,36,0,145,15,53047,1
CUST04122,46,72820,652,Salaried,258415,48,2,338,24,51390,1
CUST04123,50,31106,675,Salaried,247847,48,1,99,20,48782,1
CUST04124,61,43842,767,Salaried,194065,36,0,320,18,20779,0
CUST04125,47,57618,674,Self-Employed,159064,24,0,32,24,27293,1
CUST04126,49,67693,590,Self-Employed,281661,12,3,91,10,93450,1
CUST04127,47,80878,711,Business,168772,60,2,87,13,82295,1
CUST04128,33,97516,607,Self-Employed,147043,24,0,66,28,31659,1
CUST04129,22,33257,735,Self-Employed,237710,12,0,4,10,49335,1
CUST04130,35,83187,701,Business,191871,12,3,44,12,90802,1
CUST04131,55,90397,666,Freelance,138611,12,0,212,29,48310,1
CUST04132,30,52040,575,Salaried,93096,48,2,213,25,88594,1
CUST04133,22,41770,726,Salaried,177865,36,1,285,1,108597,1
CUST04134,52,51848,734,Business,113912,48,2,73,18,34535,1
CUST04135,22,97001,706,Salaried,274714,12,0,165,18,11929,1
CUST04136,41,57501,503,Business,167085,24,1,183,16,36007,1
CUST04137,45,28594,730,Salaried,175194,36,1,167,14,101640,1
CUST04138,55,51786,739,Salaried,113040,60,1,72,21,69202,1
CUST04139,61,28283,677,Salaried,198300,24,1,346,28,5292,1
CUST04140,67,71927,791,Freelance,202696,60,1,38,7,47918,0
CUST04141,42,39955,850,Salaried,198154,36,1,336,2,8923,0
CUST04142,36,54651,622,Salaried,117554,60,3,154,11,6955,1
CUST04143,48,43592,623,Business,325426,60,0,133,6,30329,1
CUST04144,24,71432,553,Salaried,322547,24,1,311,9,36718,1
CUST04145,45,47334,622,Business,311296,12,0,316,25,34066,1
CUST04146,48,59907,663,Business,303194,36,0,159,29,51669,1
CUST04147,38,57159,730,Business,117643,60,1,334,3,44916,1
CUST04148,46,77974,661,Freelance,235366,24,0,361,11,34535,1
CUST04149,52,77101,682,Freelance,276996,60,2,15,4,79608,1
CUST04150,45,83928,602,Self-Employed,275764,60,2,111,21,68866,1
CUST04151,45,80177,674,Salaried,193232,60,3,142,1,26935,1
CUST04152,35,75111,698,Salaried,129329,60,3,204,21,29020,1
CUST04153,39,62707,565,Salaried,155825,24,0,185,21,86345,1
CUST04154,37,50166,734,Salaried,184697,36,1,123,26,67795,1
CUST04155,53,39441,678,Salaried,102116,48,1,357,18,54569,1
CUST04156,36,46206,735,Self-Employed,159255,60,3,187,2,40326,1
CUST04157,52,50751,625,Salaried,178783,60,0,346,17,24083,1
CUST04158,59,78139,560,Salaried,245043,24,2,76,3,59724,1
CUST04159,35,49749,590,Salaried,179722,36,2,222,14,42868,1
CUST04160,30,58419,671,Salaried,186044,60,0,169,25,46506,1
CUST04161,47,68734,666,Salaried,293784,36,0,217,4,61390,1
CUST04162,51,52084,672,Self-Employed,275657,36,1,265,1,61908,1
CUST04163,31,61313,626,Business,118672,36,1,118,3,83829,1
CUST04164,24,52449,803,Salaried,121464,48,0,35,15,24298,0
CUST04165,30,29705,506,Salaried,259596,12,1,275,17,25985,1
CUST04166,29,52290,815,Salaried,147691,36,2,22,21,38116,0
CUST04167,61,72072,789,Business,203291,60,0,82,20,64863,0
CUST04168,65,38433,737,Salaried,174196,36,0,127,8,38482,0
CUST04169,32,62304,514,Salaried,207564,60,1,300,6,67305,1
CUST04170,42,37506,665,Self-Employed,256475,48,1,347,19,45403,1
CUST04171,46,48224,527,Salaried,149136,36,0,329,26,60450,1
CUST04172,41,94589,794,Business,218197,48,3,2,13,36317,1
CUST04173,45,15000,554,Salaried,225930,48,3,24,15,36651,1
CUST04174,61,68347,663,Salaried,162507,36,3,350,11,28659,1
CUST04175,39,37424,777,Salaried,232531,24,0,141,3,43174,0
CUST04176,39,72731,570,Salaried,227561,60,3,175,29,53119,1
CUST04177,52,55175,819,Salaried,106149,60,0,41,10,14715,0
CUST04178,38,71745,796,Salaried,221900,36,1,259,23,44863,0
CUST04179,48,40883,702,Self-Employed,331441,12,1,94,27,31752,1
CUST04180,67,73056,688,Freelance,167715,36,2,74,5,24442,1
CUST04181,67,50260,735,Salaried,346446,36,0,121,1,28211,1
CUST04182,54,65683,671,Self-Employed,245444,60,0,354,26,23254,1
CUST04183,66,61928,689,Salaried,20000,24,2,131,17,65165,1
CUST04184,60,54791,525,Salaried,194336,36,1,352,19,39391,1
CUST04185,37,15848,619,Salaried,306048,24,1,109,17,24100,1
CUST04186,22,61787,850,Salaried,147918,36,0,310,15,61386,0
CUST04187,62,70109,623,Self-Employed,152253,24,0,14,15,14582,1
CUST04188,31,34933,709,Salaried,237569,48,2,103,23,36163,1
CUST04189,40,41218,668,Salaried,180020,60,0,267,1,46315,1
CUST04190,52,87480,643,Salaried,177460,12,0,163,2,35339,1
CUST04191,35,63830,638,Salaried,175835,48,1,250,22,36136,1
CUST04192,52,30561,678,Self-Employed,229748,60,1,59,29,79759,1
CUST04193,29,67280,787,Self-Employed,81665,48,2,277,14,17176,0
CUST04194,39,64544,789,Self-Employed,155588,12,0,40,7,49558,0
CUST04195,25,69457,749,Self-Employed,250951,60,1,134,29,41035,1
CUST04196,23,47998,701,Salaried,195482,24,0,273,16,39802,1
CUST04197,56,59740,645,Salaried,182261,24,3,257,27,41475,1
CUST04198,36,84421,727,Self-Employed,154362,60,0,322,16,57127,0
CUST04199,24,46482,769,Salaried,153728,12,2,343,18,71332,1
CUST04200,27,40449,701,Salaried,96897,24,0,234,6,112978,0
CUST04201,60,60570,843,Self-Employed,187988,12,2,5,27,65857,0
CUST04202,23,67317,678,Business,131571,24,0,121,16,65730,1
CUST04203,57,57659,745,Business,301879,60,2,170,2,35290,1
CUST04204,50,80926,712,Salaried,330375,36,0,163,23,26683,1
CUST04205,23,63583,694,Self-Employed,172140,36,2,98,21,22193,1
CUST04206,37,80937,709,Business,146119,24,0,258,12,44526,0
CUST04207,65,48748,631,Salaried,127922,12,1,52,29,37219,1
CUST04208,38,49821,749,Salaried,215445,24,0,260,3,34696,0
CUST04209,40,45841,617,Salaried,67453,48,0,88,1,36313,1
CUST04210,43,15141,705,Business,94478,24,3,96,5,74967,1
CUST04211,45,58482,618,Salaried,136979,60,3,145,20,28591,1
CUST04212,31,46504,640,Self-Employed,118010,60,2,189,15,51323,1
CUST04213,56,53331,633,Business,177608,24,1,65,20,86879,1
CUST04214,32,35523,717,Salaried,277004,60,2,253,18,53983,1
CUST04215,58,65160,625,Salaried,222198,60,1,310,10,38556,1
CUST04216,28,38005,728,Business,137943,60,2,207,23,27462,1
CUST04217,31,60841,706,Self-Employed,224447,60,0,333,17,5000,1
CUST04218,57,65939,740,Salaried,166798,36,1,8,15,60620,1
CUST04219,34,43010,638,Salaried,20000,48,0,286,6,29594,1
CUST04220,56,61131,711,Salaried,167647,24,1,79,24,36866,1
CUST04221,28,86085,698,Salaried,222704,24,0,35,25,49813,1
CUST04222,59,50352,810,Salaried,366221,60,2,137,19,29261,1
CUST04223,30,78387,699,Freelance,216607,12,0,304,11,56074,1
CUST04224,32,51800,743,Self-Employed,248121,36,3,337,19,73078,1
CUST04225,52,103864,672,Business,279262,60,0,198,8,5000,1
CUST04226,55,54280,815,Business,133572,48,0,316,22,20227,0
CUST04227,24,48794,715,Salaried,219788,36,1,338,8,32614,1
CUST04228,43,90764,698,Salaried,168048,36,3,108,10,43232,1
CUST04229,46,15000,678,Salaried,166142,12,0,90,14,40659,1
CUST04230,23,81331,579,Salaried,272077,48,1,126,9,93171,1
CUST04231,50,63015,645,Salaried,133110,48,0,21,9,35261,1
CUST04232,56,54186,670,Freelance,195338,24,2,313,8,41148,1
CUST04233,64,52729,696,Self-Employed,194586,48,0,86,28,36233,1
CUST04234,50,46820,662,Salaried,251792,48,0,259,25,51571,1
CUST04235,42,48923,672,Self-Employed,245907,60,0,45,24,39283,1
CUST04236,34,51715,655,Self-Employed,252554,36,1,153,18,48614,1
CUST04237,54,41545,827,Self-Employed,101880,48,3,37,12,30272,0
CUST04238,42,59149,819,Freelance,195120,24,0,350,15,33351,0
CUST04239,41,87414,759,Salaried,202892,60,1,70,3,20622,0
CUST04240,43,57932,720,Salaried,249771,60,2,154,13,42673,1
CUST04241,58,49529,665,Salaried,201773,48,0,313,7,33562,1
CUST04242,67,61160,732,Salaried,168698,36,2,351,25,41791,1
CUST04243,41,86932,726,Freelance,32849,12,1,343,2,53872,0
CUST04244,35,51268,685,Self-Employed,288172,60,0,12,27,44839,1
CUST04245,42,79855,592,Salaried,367527,60,0,56,7,7168,1
CUST04246,40,49780,621,Self-Employed,213659,12,0,231,3,43739,1
CUST04247,28,82973,604,Salaried,106966,12,1,86,25,40173,1
CUST04248,40,60008,640,Freelance,28682,12,1,336,25,62774,1
CUST04249,28,61080,651,Salaried,92053,60,2,233,24,13652,1
CUST04250,31,32338,710,Business,159026,12,3,109,3,41927,1
CUST04251,40,44870,750,Business,104546,36,0,325,9,59427,0
CUST04252,23,68184,787,Salaried,185731,12,1,33,22,19822,1
CUST04253,66,100811,573,Business,142219,60,0,113,8,14604,1
CUST04254,59,79124,652,Salaried,207509,60,1,260,22,5000,1
CUST04255,65,64848,631,Self-Employed,199054,36,1,158,26,73170,1
CUST04256,43,61032,604,Business,243043,48,1,244,19,5000,1
CUST04257,30,62089,636,Business,192454,60,1,358,22,23605,1
CUST04258,37,88379,642,Freelance,134198,24,2,344,23,5000,1
CUST04259,40,62458,713,Salaried,187217,36,2,194,23,31765,1
CUST04260,45,33329,695,Salaried,235227,60,1,75,26,25376,1
CUST04261,60,55767,814,Salaried,226390,24,1,24,11,10900,1
CUST04262,27,70176,609,Salaried,199380,60,1,232,19,12001,1
CUST04263,45,70164,606,Salaried,182722,12,1,299,26,33519,1
CUST04264,35,75105,722,Business,142899,12,0,69,24,42037,0
CUST04265,64,87632,629,Salaried,180025,24,1,287,23,63248,1
CUST04266,32,81439,667,Business,116545,48,0,139,8,67783,0
CUST04267,46,58902,631,Salaried,223662,60,1,22,28,18433,1
CUST04268,37,59568,761,Salaried,228664,48,3,121,11,44653,1
